image,x,y,score,hit
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,40,0,5.041,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,60,0,5.399,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,80,0,8.379,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,100,0,10.119,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,120,0,7.773,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,140,0,4.056,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,0,20,4.443,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,20,20,5.402,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,40,20,4.514,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,60,20,5.644,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,80,20,9.959,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,100,20,10.218,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,120,20,6.378,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,140,20,4.124,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,0,40,2.757,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,20,40,5.028,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,40,40,4.255,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,60,40,5.289,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,80,40,8.111,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,100,40,7.860,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,120,40,4.966,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,140,40,3.918,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,0,60,2.697,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,20,60,4.459,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,40,60,4.081,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,60,60,6.328,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,80,60,6.872,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,100,60,6.590,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,120,60,4.464,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,140,60,4.413,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,0,80,3.199,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,20,80,3.719,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,40,80,68.422,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,60,80,65.211,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,80,80,6.526,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,100,80,4.831,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,120,80,4.146,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,140,80,4.127,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,0,100,2.467,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,20,100,3.485,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,40,100,72.185,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,60,100,26.909,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,80,100,3.798,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,100,100,3.816,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,120,100,3.822,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,140,100,3.709,0
orange_pos_clean_01/orange_pos_003156_20260511_163851_743.png,0,0,6.755,0
orange_pos_clean_01/orange_pos_003156_20260511_163851_743.png,20,0,4.981,0
orange_pos_clean_01/orange_pos_003156_20260511_163851_743.png,40,0,5.041,0
